date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:51:32	83607/83607	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2007:51:31%20GMT	https://ummulqurodepok.sch.id/komite/	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/komite/index.html	(from https://ummulqurodepok.sch.id/)
14:51:32	100171/100171	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2007:51:31%20GMT	https://ummulqurodepok.sch.id/unit-pengumpul-zakat/	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/unit-pengumpul-zakat/index.html	(from https://ummulqurodepok.sch.id/)
14:51:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Jul%202025%2007:51:31%20GMT	https://ummulqurodepok.sch.id/berita	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/berita	(from https://ummulqurodepok.sch.id/)
14:51:33	127320/127320	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2007:51:32%20GMT	https://ummulqurodepok.sch.id/berita/	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/berita/index.html	(from https://ummulqurodepok.sch.id/)
14:51:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Jul%202025%2007:51:32%20GMT	https://ummulqurodepok.sch.id/kalender-pendidikan	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/kalender-pendidikan	(from https://ummulqurodepok.sch.id/)
14:51:33	114556/114556	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2007:51:33%20GMT	https://ummulqurodepok.sch.id/artikel/	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/artikel/index.html	(from https://ummulqurodepok.sch.id/)
14:51:34	75992/75992	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2007:51:33%20GMT	https://ummulqurodepok.sch.id/kalender-pendidikan/	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/kalender-pendidikan/index.html	(from https://ummulqurodepok.sch.id/)
14:51:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Jul%202025%2007:51:33%20GMT	https://ummulqurodepok.sch.id/kontak	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/kontak	(from https://ummulqurodepok.sch.id/)
14:51:34	80366/80366	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2007:51:34%20GMT	https://ummulqurodepok.sch.id/kontak/	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/kontak/index.html	(from https://ummulqurodepok.sch.id/)
14:51:35	8999/8999	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Jan%202024%2009:39:08%20GMT	https://ummulqurodepok.sch.id/wp-content/uploads/2023/12/logo-sit-uq-white-cropped.svg	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/uploads/2023/12/logo-sit-uq-white-cropped.svg	(from https://ummulqurodepok.sch.id/)
14:51:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Jul%202025%2007:51:35%20GMT	https://ummulqurodepok.sch.id/ppdb	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/ppdb	(from https://ummulqurodepok.sch.id/)
14:51:35	153083/153083	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Jan%202024%2009:39:08%20GMT	https://ummulqurodepok.sch.id/wp-content/uploads/2024/01/maskot-hanif-ummulqurodepok.sch_.id_.svg	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/uploads/2024/01/maskot-hanif-ummulqurodepok.sch_.id_.svg	(from https://ummulqurodepok.sch.id/)
14:51:35	125485/125485	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Jan%202024%2009:39:08%20GMT	https://ummulqurodepok.sch.id/wp-content/uploads/2024/01/maskot-hanahanif-empati-ummulqurodepok.sch_.id_.svg	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/uploads/2024/01/maskot-hanahanif-empati-ummulqurodepok.sch_.id_.svg	(from https://ummulqurodepok.sch.id/)
14:51:36	239409/239409	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Jan%202024%2009:39:08%20GMT	https://ummulqurodepok.sch.id/wp-content/uploads/2024/01/maskot-hanahanif-kebhinekaanglobal-ummulqurodepok.sch_.id_.svg	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/uploads/2024/01/maskot-hanahanif-kebhinekaanglobal-ummulqurodepok.sch_.id_.svg	(from https://ummulqurodepok.sch.id/)
14:51:36	469626/469626	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Jan%202024%2009:39:08%20GMT	https://ummulqurodepok.sch.id/wp-content/uploads/2024/01/maskot-hanahanif-akademikunggul-ummulqurodepok.sch_.id_.svg	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/uploads/2024/01/maskot-hanahanif-akademikunggul-ummulqurodepok.sch_.id_.svg	(from https://ummulqurodepok.sch.id/)
14:51:36	169043/169043	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Jan%202024%2009:39:08%20GMT	https://ummulqurodepok.sch.id/wp-content/uploads/2024/01/maskot-hanahanif-terampil-ummulqurodepok.sch_.id_.svg	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/uploads/2024/01/maskot-hanahanif-terampil-ummulqurodepok.sch_.id_.svg	(from https://ummulqurodepok.sch.id/)
14:51:36	399999/399999	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Feb%202025%2000:53:10%20GMT	https://ummulqurodepok.sch.id/wp-content/uploads/2025/02/sitummulqurodepok_1739770207_3569773689232076522_4713298308.jpg	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/uploads/2025/02/sitummulqurodepok_1739770207_3569773689232076522_4713298308.jpg	(from https://ummulqurodepok.sch.id/)
14:51:37	131518/131518	---M--	200	added ('OK')	image/webp	date:Tue,%2018%20Feb%202025%2007:30:03%20GMT	https://ummulqurodepok.sch.id/wp-content/uploads/2025/02/sitummulqurodepok_1739325460_3566042887894316051_4713298308.webp	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/uploads/2025/02/sitummulqurodepok_1739325460_3566042887894316051_4713298308.webp	(from https://ummulqurodepok.sch.id/)
14:51:37	118199/118199	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2007:51:37%20GMT	https://ummulqurodepok.sch.id/ppdb/	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/ppdb/index.html	(from https://ummulqurodepok.sch.id/)
14:51:37	131048/131048	---M--	200	added ('OK')	image/webp	date:Tue,%2018%20Feb%202025%2007:28:30%20GMT	https://ummulqurodepok.sch.id/wp-content/uploads/2025/02/sitummulqurodepok_1739325460_3566042887718017346_4713298308.webp	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/uploads/2025/02/sitummulqurodepok_1739325460_3566042887718017346_4713298308.webp	(from https://ummulqurodepok.sch.id/)
14:51:37	33384/33384	---M--	200	added ('OK')	image/webp	date:Fri,%2020%20Sep%202024%2003:44:58%20GMT	https://ummulqurodepok.sch.id/wp-content/uploads/elementor/thumbs/Images-to-WebP-Converter-1-qud59h7phper9anun2pujulh3r11n63y9lmp134f1c.webp	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/uploads/elementor/thumbs/Images-to-WebP-Converter-1-qud59h7phper9anun2pujulh3r11n63y9lmp134f1c.webp	(from https://ummulqurodepok.sch.id/)
14:51:38	78738/78738	---M--	200	added ('OK')	image/webp	date:Fri,%2020%20Sep%202024%2003:37:33%20GMT	https://ummulqurodepok.sch.id/wp-content/uploads/elementor/thumbs/SDIT-1-scaled-qud9wamke7rppycnjol9k95geit4pdd0v9nw5xs4rk.webp	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/uploads/elementor/thumbs/SDIT-1-scaled-qud9wamke7rppycnjol9k95geit4pdd0v9nw5xs4rk.webp	(from https://ummulqurodepok.sch.id/)
14:51:38	100768/100768	---M--	200	added ('OK')	image/webp	date:Fri,%2020%20Sep%202024%2003:33:00%20GMT	https://ummulqurodepok.sch.id/wp-content/uploads/elementor/thumbs/Skynation-qud9p6ygra1q00o10m2qq1o2tptajp61847tmob7s0.webp	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/uploads/elementor/thumbs/Skynation-qud9p6ygra1q00o10m2qq1o2tptajp61847tmob7s0.webp	(from https://ummulqurodepok.sch.id/)
14:51:38	153824/153824	---M--	200	added ('OK')	image/webp	date:Fri,%2006%20Dec%202024%2007:59:53%20GMT	https://ummulqurodepok.sch.id/wp-content/uploads/2024/12/Images-to-WebP-Converter-4.webp	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/uploads/2024/12/Images-to-WebP-Converter-4.webp	(from https://ummulqurodepok.sch.id/)
14:51:38	306812/306812	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Dec%202024%2007:49:02%20GMT	https://ummulqurodepok.sch.id/wp-content/uploads/2024/12/Kolase-1-Large.jpeg	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/uploads/2024/12/Kolase-1-Large.jpg	(from https://ummulqurodepok.sch.id/)
14:51:39	295375/295375	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2008:18:18%20GMT	https://ummulqurodepok.sch.id/wp-content/uploads/2024/09/haha-1.jpg	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/uploads/2024/09/haha-1.jpg	(from https://ummulqurodepok.sch.id/)
14:51:39	151/151	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Jul%202025%2007:51:39%20GMT	https://ummulqurodepok.sch.id/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/cdn-cgi/l/email-protection	(from https://ummulqurodepok.sch.id/)
14:51:39	102025/102025	---M-Z	200	added ('OK')	text/css	etag:%226421d693-547f%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.4.0/css/all.min.css	C:/My%20Web%20Sites/ummul/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.4.0/css/all.min.css	(from https://ummulqurodepok.sch.id/)
14:51:39	53845/53845	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Jan%202024%2009:39:08%20GMT	https://ummulqurodepok.sch.id/wp-content/uploads/2024/01/tombol-daftar-ppdb-sit-ummulqurodepok.sch_.id_.svg	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/uploads/2024/01/tombol-daftar-ppdb-sit-ummulqurodepok.sch_.id_.svg	(from https://ummulqurodepok.sch.id/)
14:51:39	1239/1239	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2017%20Jul%202025%2007:51:39%20GMT	https://ummulqurodepok.sch.id/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://ummulqurodepok.sch.id/)
14:51:40	97956/97956	---M--	200	added ('OK')	image/webp	date:Sat,%2031%20Aug%202024%2006:55:46%20GMT	https://ummulqurodepok.sch.id/wp-content/uploads/2022/09/Images-to-WebP-Converter-1024x1024.webp	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/uploads/2022/09/Images-to-WebP-Converter-1024x1024.webp	(from https://ummulqurodepok.sch.id/)
14:51:40	9557/9557	---MCZ	200	added ('OK')	text/css	date:Fri,%2031%20Jan%202025%2001:03:58%20GMT	https://ummulqurodepok.sch.id/wp-content/cache/autoptimize/css/autoptimize_single_4b220e5f16667dfdea298df85454d2e6.css?ver=1738285438	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/cache/autoptimize/css/autoptimize_single_4b220e5f16667dfdea298df85454d2e66316.css	(from https://ummulqurodepok.sch.id/)
14:51:41	87745/87745	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2007:51:40%20GMT	https://ummulqurodepok.sch.id/blog/pendidikan-untuk-semua/	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/blog/pendidikan-untuk-semua/index.html	(from https://ummulqurodepok.sch.id/)
14:51:41	11546/11546	---MCZ	200	added ('OK')	text/css	date:Fri,%2031%20Jan%202025%2001:03:58%20GMT	https://ummulqurodepok.sch.id/wp-content/cache/autoptimize/css/autoptimize_single_606414ba044724936af32066c7c3a198.css?ver=1738285438	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/cache/autoptimize/css/autoptimize_single_606414ba044724936af32066c7c3a1986316.css	(from https://ummulqurodepok.sch.id/)
14:51:41	11538/11538	---MCZ	200	added ('OK')	text/css	date:Fri,%2031%20Jan%202025%2001:03:58%20GMT	https://ummulqurodepok.sch.id/wp-content/cache/autoptimize/css/autoptimize_single_bba68367f2437864097dc1ebf6f9a172.css?ver=1738285438	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/cache/autoptimize/css/autoptimize_single_bba68367f2437864097dc1ebf6f9a1726316.css	(from https://ummulqurodepok.sch.id/)
14:51:41	11634/11634	---MCZ	200	added ('OK')	text/css	date:Fri,%2031%20Jan%202025%2001:03:58%20GMT	https://ummulqurodepok.sch.id/wp-content/cache/autoptimize/css/autoptimize_single_3f8ef4110953693a90483dc98ddef23a.css?ver=1738285438	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/cache/autoptimize/css/autoptimize_single_3f8ef4110953693a90483dc98ddef23a6316.css	(from https://ummulqurodepok.sch.id/)
14:51:41	10316/10316	---MCZ	200	added ('OK')	text/css	date:Fri,%2031%20Jan%202025%2001:03:58%20GMT	https://ummulqurodepok.sch.id/wp-content/cache/autoptimize/css/autoptimize_single_7e8a2431e9a3f323cca64ea9e1baa65f.css?ver=1738285438	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-content/cache/autoptimize/css/autoptimize_single_7e8a2431e9a3f323cca64ea9e1baa65f6316.css	(from https://ummulqurodepok.sch.id/)
14:51:42	4776/4776	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2012%20Nov%202024%2023:21:45%20GMT	https://ummulqurodepok.sch.id/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-includes/js/dist/hooks.min4fdd.js	(from https://ummulqurodepok.sch.id/)
14:51:42	9141/9141	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2015%20Feb%202024%2016:53:15%20GMT	https://ummulqurodepok.sch.id/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/wp-includes/js/dist/i18n.minc33c.js	(from https://ummulqurodepok.sch.id/)
14:51:42	89768/89768	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2007:51:42%20GMT	https://ummulqurodepok.sch.id/blog/apresiasi-guru-guru-inspiratif-pada-momentum-hari-guru-nasional/	C:/My%20Web%20Sites/ummul/ummulqurodepok.sch.id/blog/apresiasi-guru-guru-inspiratif-pada-momentum-hari-guru-nasional/index.html	(from https://ummulqurodepok.sch.id/)
